taxon,h1_count,h1_entropy,h1_total_persistence,h1_mean_lifetime,h1_max_lifetime,max_betti1,composite_impact
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,0.0,0.003922920815222053,-0.02685147523880005,-0.0006549140302146358,0.0,0.0,-0.45534910629458086
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii,1.0,0.02779353819460484,0.021136850118637085,-0.0003191571410109395,0.0,0.0,-0.0059791587419936315
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,1.0,0.009774709649806645,0.13277745246887207,0.0024718579177449365,0.0,2.0,1.2443762318098115
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius,3.0,0.05650376491783948,-0.006196826696395874,-0.002839637736147878,0.0,0.0,-0.2611500868507536
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_2_1_22,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_4_3_47FAA,0.0,0.0021158360480497684,-0.012107908725738525,-0.0002953148469692357,0.0,0.0,-0.3409033410284363
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,1.0,0.034505999690154,0.042636215686798096,0.00021832699819308854,0.0,0.0,0.20678106876549232
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,4.0,0.09553963252747666,0.15620464086532593,0.0005565431845683186,0.0,2.0,1.6576671394496374
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,-1.0,-0.07388972163332408,-0.0480494499206543,-0.00033681700384714103,0.0,1.0,-0.7355052856184198
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,3.0,0.05455778293947944,0.09112167358398438,-0.0002786245708747137,0.0,2.0,0.9694866057304493
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,1.0,0.02205424327281591,0.0814695954322815,0.0011891614918301749,0.0,1.0,0.6724308556235621
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8,1.0,-0.00134575428780348,0.008352279663085938,-0.000638771402399714,0.0,1.0,-0.05378030926306909
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus,-1.0,-0.010159575171750035,-0.013295888900756836,0.0004906487347218491,0.0,0.0,-0.35134451529214844
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus,-3.0,-0.07405730249152676,-0.04561448097229004,0.0012748846887484858,0.0,0.0,-0.8151298033224541
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii,1.0,0.005568450717023943,0.0018134117126464844,-0.000802243101160699,0.0,0.0,-0.2718185308607579
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae,2.0,0.07256599939410169,0.09235304594039917,0.0006294044723653899,-0.001716017723083496,0.0,0.6301606507915319
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified,1.0,0.026986766334911927,0.03897374868392944,0.00012676532312137084,0.0,-1.0,-0.05343921460092763
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara,1.0,0.01939597527650161,0.018245398998260498,-0.0003914434190203514,0.0,0.0,-0.06912921091895415
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified,1.0,0.016409358723851408,0.008263617753982544,-0.0006409879501272989,0.0,0.0,-0.16731167759228235
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila,1.0,0.03371207723901781,0.03678172826766968,7.196481271487531e-05,0.0,0.0,0.1536087847903094
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
